nichi,group_mise,group_item,target
20190408,X,E,239
20190408,Y,A,117
20190408,Y,B,2
20190408,Y,C,27
20190408,Y,D,37
20190408,Y,E,156
20190408,Z,A,131
20190408,Z,B,11
20190408,Z,C,51
20190408,Z,D,34
20190408,Z,E,112
20190409,X,A,147
20190409,X,B,10
20190409,X,C,14
20190409,X,D,11
20190409,X,E,186
20190409,Y,A,111
20190409,Y,B,5
20190409,Y,C,27
20190409,Y,D,31
20190409,Y,E,127
20190409,Z,A,100
20190409,Z,B,29
20190409,Z,C,42
20190409,Z,D,21
20190409,Z,E,77
20190410,X,A,131
20190410,X,B,7
20190410,X,C,11
20190410,X,D,14
20190410,X,E,260
20190410,Y,A,64
20190410,Y,B,1
20190410,Y,C,10
20190410,Y,D,48
20190410,Y,E,126
20190410,Z,A,84
20190410,Z,B,10
20190410,Z,C,27
20190410,Z,D,45
20190410,Z,E,105
20190411,X,A,131
20190411,X,B,10
20190411,X,C,16
20190411,X,D,13
20190411,X,E,192
20190411,Y,A,111
20190411,Y,B,2
20190411,Y,C,31
20190411,Y,D,34
20190411,Y,E,101
20190411,Z,A,98
20190411,Z,B,20
20190411,Z,C,32
20190411,Z,D,34
20190411,Z,E,77
20190412,X,A,131
20190412,X,B,7
20190412,X,C,13
20190412,X,D,18
20190412,X,E,217
20190412,Y,A,87
20190412,Y,B,5
20190412,Y,C,28
20190412,Y,D,47
20190412,Y,E,147
20190412,Z,A,73
20190412,Z,B,15
20190412,Z,C,23
20190412,Z,D,29
20190412,Z,E,89
20190415,X,A,169
20190415,X,B,8
20190415,X,C,25
20190415,X,D,10
20190415,X,E,158
20190415,Y,A,130
20190415,Y,B,12
20190415,Y,C,60
20190415,Y,D,17
20190415,Y,E,76
20190415,Z,A,129
20190415,Z,B,20
20190415,Z,C,58
20190415,Z,D,34
20190415,Z,E,85
20190416,X,A,170
20190416,X,B,12
20190416,X,C,42
20190416,X,D,10
20190416,X,E,144
20190416,Y,A,130
20190416,Y,B,2
20190416,Y,C,78
20190416,Y,D,16
20190416,Y,E,78
20190416,Z,A,95
20190416,Z,B,19
20190416,Z,C,61
20190416,Z,D,19
20190416,Z,E,77
20190417,X,A,169
20190417,X,B,18
20190417,X,C,52
20190417,X,D,8
20190417,X,E,142
20190417,Y,A,132
20190417,Y,B,12
20190417,Y,C,85
20190417,Y,D,16
20190417,Y,E,87
20190417,Z,A,107
20190417,Z,B,10
20190417,Z,C,62
20190417,Z,D,19
20190417,Z,E,79
20190418,X,A,161
20190418,X,B,10
20190418,X,C,45
20190418,X,D,5
20190418,X,E,136
20190418,Y,A,153
20190418,Y,B,4
20190418,Y,C,107
20190418,Y,D,10
20190418,Y,E,73
20190418,Z,A,101
20190418,Z,B,15
20190418,Z,C,71
20190418,Z,D,15
20190418,Z,E,68
20190419,X,A,160
20190419,X,B,13
20190419,X,C,39
20190419,X,D,7
20190419,X,E,113
20190419,Y,A,130
20190419,Y,B,13
20190419,Y,C,97
20190419,Y,D,26
20190419,Y,E,67
20190419,Z,A,99
20190419,Z,B,13
20190419,Z,C,55
20190419,Z,D,16
20190419,Z,E,61
20190422,X,A,167
20190422,X,B,10
20190422,X,C,42
20190422,X,D,6
20190422,X,E,109
20190422,Y,A,164
20190422,Y,B,16
20190422,Y,C,99
20190422,Y,D,13
20190422,Y,E,39
20190422,Z,A,155
20190422,Z,B,36
20190422,Z,C,88
20190422,Z,D,14
20190422,Z,E,58
20190423,X,A,138
20190423,X,B,8
20190423,X,C,28
20190423,X,E,121
20190423,Y,A,131
20190423,Y,B,7
20190423,Y,C,56
20190423,Y,D,20
20190423,Y,E,56
20190423,Z,A,117
20190423,Z,B,13
20190423,Z,C,66
20190423,Z,D,14
20190423,Z,E,55
20190424,X,A,159
20190424,X,B,5
20190424,X,C,25
20190424,X,D,7
20190424,X,E,132
20190424,Y,A,124
20190424,Y,B,7
20190424,Y,C,53
20190424,Y,D,19
20190424,Y,E,61
20190424,Z,A,108
20190424,Z,B,17
20190424,Z,C,53
20190424,Z,D,17
20190424,Z,E,60
20190425,X,A,185
20190425,X,B,8
20190425,X,C,30
20190425,X,D,5
20190425,X,E,110
20190425,Y,A,141
20190425,Y,B,5
20190425,Y,C,79
20190425,Y,D,25
20190425,Y,E,48
20190425,Z,A,111
20190425,Z,B,13
20190425,Z,C,63
20190425,Z,D,12
20190425,Z,E,56
20190426,X,A,122
20190426,X,B,7
20190426,X,C,26
20190426,X,D,8
20190426,X,E,146
20190426,Y,A,112
20190426,Y,B,3
20190426,Y,C,42
20190426,Y,D,21
20190426,Y,E,65
20190426,Z,A,93
20190426,Z,B,12
20190426,Z,C,38
20190426,Z,D,17
20190426,Z,E,80
20190507,X,A,137
20190507,X,B,15
20190507,X,C,28
20190507,X,D,6
20190507,X,E,127
20190507,Y,A,155
20190507,Y,B,12
20190507,Y,C,65
20190507,Y,D,12
20190507,Y,E,41
20190507,Z,A,131
20190507,Z,B,45
20190507,Z,C,65
20190507,Z,D,12
20190507,Z,E,34
20190508,X,A,139
20190508,X,B,7
20190508,X,C,24
20190508,X,D,6
20190508,X,E,98
20190508,Y,A,160
20190508,Y,B,8
20190508,Y,C,68
20190508,Y,D,14
20190508,Y,E,36
20190508,Z,A,118
20190508,Z,B,7
20190508,Z,C,56
20190508,Z,D,17
20190508,Z,E,35
20190509,X,A,142
20190509,X,B,12
20190509,X,C,22
20190509,X,D,7
20190509,X,E,106
20190509,Y,A,150
20190509,Y,B,2
20190509,Y,C,65
20190509,Y,D,14
20190509,Y,E,48
20190509,Z,A,120
20190509,Z,B,16
20190509,Z,C,57
20190509,Z,D,16
20190509,Z,E,35
20190510,X,A,188
20190510,X,B,35
20190510,X,C,27
20190510,X,D,5
20190510,X,E,89
20190510,Y,A,150
20190510,Y,B,11
20190510,Y,C,76
20190510,Y,D,16
20190510,Y,E,38
20190510,Z,A,105
20190510,Z,B,28
20190510,Z,C,49
20190510,Z,D,13
20190510,Z,E,21
20190513,X,A,168
20190513,X,B,19
20190513,X,C,21
20190513,X,D,4
20190513,X,E,99
20190513,Y,A,149
20190513,Y,B,6
20190513,Y,C,57
20190513,Y,D,13
20190513,Y,E,49
20190513,Z,A,108
20190513,Z,B,26
20190513,Z,C,68
20190513,Z,D,20
20190513,Z,E,36
20190514,X,A,153
20190514,X,B,14
20190514,X,C,21
20190514,X,D,5
20190514,X,E,108
20190514,Y,A,110
20190514,Y,B,2
20190514,Y,C,46
20190514,Y,D,13
20190514,Y,E,53
20190514,Z,A,106
20190514,Z,B,20
20190514,Z,C,58
20190514,Z,D,15
20190514,Z,E,36
20190515,X,A,160
20190515,X,B,21
20190515,X,C,23
20190515,X,D,6
20190515,X,E,82
20190515,Y,A,146
20190515,Y,B,11
20190515,Y,C,63
20190515,Y,D,17
20190515,Y,E,36
20190515,Z,A,106
20190515,Z,B,18
20190515,Z,C,47
20190515,Z,D,8
20190515,Z,E,26
20190516,X,A,181
20190516,X,B,12
20190516,X,C,24
20190516,X,D,8
20190516,X,E,83
20190516,Y,A,158
20190516,Y,B,10
20190516,Y,C,86
20190516,Y,D,18
20190516,Y,E,31
20190516,Z,A,112
20190516,Z,B,18
20190516,Z,C,59
20190516,Z,D,20
20190516,Z,E,26
20190517,X,A,175
20190517,X,B,94
20190517,X,C,34
20190517,X,D,4
20190517,X,E,68
20190517,Y,A,157
20190517,Y,B,41
20190517,Y,C,89
20190517,Y,D,12
20190517,Y,E,23
20190517,Z,A,97
20190517,Z,B,88
20190517,Z,C,58
20190517,Z,D,15
20190517,Z,E,26
20190520,X,A,159
20190520,X,B,82
20190520,X,C,29
20190520,X,D,4
20190520,X,E,83
20190520,Y,A,181
20190520,Y,B,11
20190520,Y,C,62
20190520,Y,D,12
20190520,Y,E,27
20190520,Z,A,124
20190520,Z,B,32
20190520,Z,C,57
20190520,Z,D,19
20190520,Z,E,23
20190521,X,A,135
20190521,X,B,14
20190521,X,C,29
20190521,X,D,7
20190521,X,E,108
20190521,Y,A,86
20190521,Y,B,4
20190521,Y,C,44
20190521,Y,D,13
20190521,Y,E,43
20190521,Z,A,99
20190521,Z,B,16
20190521,Z,C,55
20190521,Z,D,22
20190521,Z,E,26
20190522,X,A,136
20190522,X,B,25
20190522,X,C,31
20190522,X,D,8
20190522,X,E,79
20190522,Y,A,135
20190522,Y,B,22
20190522,Y,C,76
20190522,Y,D,11
20190522,Y,E,31
20190522,Z,A,115
20190522,Z,B,13
20190522,Z,C,74
20190522,Z,D,14
20190522,Z,E,22
20190523,X,A,166
20190523,X,B,22
20190523,X,C,38
20190523,X,D,5
20190523,X,E,71
20190523,Y,A,153
20190523,Y,B,28
20190523,Y,C,94
20190523,Y,D,14
20190523,Y,E,16
20190523,Z,A,111
20190523,Z,B,20
20190523,Z,C,72
20190523,Z,D,24
20190523,Z,E,21
20190524,X,A,157
20190524,X,B,38
20190524,X,C,58
20190524,X,D,9
20190524,X,E,66
20190524,Y,A,145
20190524,Y,B,30
20190524,Y,C,152
20190524,Y,D,5
20190524,Y,E,22
20190524,Z,A,111
20190524,Z,B,17
20190524,Z,C,85
20190524,Z,D,15
20190524,Z,E,17
20190527,X,A,177
20190527,X,B,23
20190527,X,C,62
20190527,X,D,7
20190527,X,E,52
20190527,Y,A,199
20190527,Y,B,23
20190527,Y,C,153
20190527,Y,D,13
20190527,Y,E,19
20190527,Z,A,143
20190527,Z,B,27
20190527,Z,C,106
20190527,Z,D,20
20190527,Z,E,16
20190528,X,A,143
20190528,X,B,26
20190528,X,C,39
20190528,X,D,4
20190528,X,E,82
20190528,Y,A,127
20190528,Y,B,10
20190528,Y,C,101
20190528,Y,D,10
20190528,Y,E,27
20190528,Z,A,120
20190528,Z,B,57
20190528,Z,C,86
20190528,Z,D,22
20190528,Z,E,19
20190529,X,A,158
20190529,X,B,15
20190529,X,C,56
20190529,X,D,5
20190529,X,E,69
20190529,Y,A,150
20190529,Y,B,15
20190529,Y,C,113
20190529,Y,D,14
20190529,Y,E,19
20190529,Z,A,104
20190529,Z,B,23
20190529,Z,C,101
20190529,Z,D,14
20190529,Z,E,16
20190530,X,A,159
20190530,X,B,22
20190530,X,C,41
20190530,X,D,4
20190530,X,E,57
20190530,Y,A,132
20190530,Y,B,37
20190530,Y,C,117
20190530,Y,D,12
20190530,Y,E,21
20190530,Z,A,117
20190530,Z,B,22
20190530,Z,C,84
20190530,Z,D,16
20190530,Z,E,17
20190531,X,A,153
20190531,X,B,197
20190531,X,C,36
20190531,X,D,6
20190531,X,E,62
20190531,Y,A,136
20190531,Y,B,8
20190531,Y,C,78
20190531,Y,D,17
20190531,Y,E,29
20190531,Z,A,108
20190531,Z,B,13
20190531,Z,C,65
20190531,Z,D,22
20190531,Z,E,19
20190603,X,A,149
20190603,X,B,110
20190603,X,C,32
20190603,X,D,6
20190603,X,E,59
20190603,Y,A,170
20190603,Y,B,18
20190603,Y,C,75
20190603,Y,D,13
20190603,Y,E,24
20190603,Z,A,156
20190603,Z,B,38
20190603,Z,C,82
20190603,Z,D,22
20190603,Z,E,19
20190604,X,A,148
20190604,X,B,16
20190604,X,C,33
20190604,X,D,6
20190604,X,E,53
20190604,Y,A,156
20190604,Y,B,16
20190604,Y,C,81
20190604,Y,D,12
20190604,Y,E,16
20190604,Z,A,113
20190604,Z,B,22
20190604,Z,C,67
20190604,Z,D,8
20190604,Z,E,15
20190605,X,A,152
20190605,X,B,14
20190605,X,C,27
20190605,X,D,4
20190605,X,E,55
20190605,Y,A,165
20190605,Y,B,31
20190605,Y,C,75
20190605,Y,D,13
20190605,Y,E,33
20190605,Z,A,136
20190605,Z,B,25
20190605,Z,C,74
20190605,Z,D,12
20190605,Z,E,22
20190606,X,A,185
20190606,X,B,21
20190606,X,C,34
20190606,X,D,4
20190606,X,E,46
20190606,Y,A,168
20190606,Y,B,35
20190606,Y,C,97
20190606,Y,D,8
20190606,Y,E,14
20190606,Z,A,131
20190606,Z,B,29
20190606,Z,C,67
20190606,Z,D,8
20190606,Z,E,15
20190607,X,A,146
20190607,X,B,17
20190607,X,C,34
20190607,X,D,10
20190607,X,E,62
20190607,Y,A,121
20190607,Y,B,6
20190607,Y,C,60
20190607,Y,D,16
20190607,Y,E,20
20190607,Z,A,109
20190607,Z,B,31
20190607,Z,C,52
20190607,Z,D,11
20190607,Z,E,20
20190610,X,A,133
20190610,X,B,7
20190610,X,C,12
20190610,X,D,9
20190610,X,E,94
20190610,Y,A,104
20190610,Y,B,2
20190610,Y,C,32
20190610,Y,D,16
20190610,Y,E,47
20190610,Z,A,135
20190610,Z,B,14
20190610,Z,C,59
20190610,Z,D,17
20190610,Z,E,33
20190611,X,A,143
20190611,X,B,14
20190611,X,C,23
20190611,X,D,9
20190611,X,E,72
20190611,Y,A,159
20190611,Y,B,4
20190611,Y,C,53
20190611,Y,D,17
20190611,Y,E,23
20190611,Z,A,109
20190611,Z,B,149
20190611,Z,C,56
20190611,Z,D,10
20190611,Z,E,25
20190612,X,A,137
20190612,X,B,11
20190612,X,C,20
20190612,X,D,7
20190612,X,E,54
20190612,Y,A,122
20190612,Y,B,11
20190612,Y,C,55
20190612,Y,D,18
20190612,Y,E,24
20190612,Z,A,103
20190612,Z,B,16
20190612,Z,C,54
20190612,Z,D,16
20190612,Z,E,27
20190613,X,A,136
20190613,X,B,11
20190613,X,C,28
20190613,X,D,7
20190613,X,E,63
20190613,Y,A,172
20190613,Y,B,23
20190613,Y,C,100
20190613,Y,D,17
20190613,Y,E,28
20190613,Z,A,119
20190613,Z,B,26
20190613,Z,C,61
20190613,Z,D,16
20190613,Z,E,25
20190614,X,A,136
20190614,X,B,19
20190614,X,C,32
20190614,X,D,7
20190614,X,E,43
20190614,Y,A,163
20190614,Y,B,35
20190614,Y,C,90
20190614,Y,D,11
20190614,Y,E,12
20190614,Z,A,107
20190614,Z,B,25
20190614,Z,C,45
20190614,Z,D,7
20190614,Z,E,11
20190617,X,A,139
20190617,X,B,13
20190617,X,C,23
20190617,X,D,6
20190617,X,E,55
20190617,Y,A,171
20190617,Y,B,6
20190617,Y,C,77
20190617,Y,D,10
20190617,Y,E,28
20190617,Z,A,128
20190617,Z,B,23
20190617,Z,C,61
20190617,Z,D,17
20190617,Z,E,23
20190618,X,A,153
20190618,X,B,17
20190618,X,C,29
20190618,X,D,6
20190618,X,E,49
20190618,Y,A,148
20190618,Y,B,18
20190618,Y,C,93
20190618,Y,D,12
20190618,Y,E,20
20190618,Z,A,136
20190618,Z,B,25
20190618,Z,C,72
20190618,Z,D,12
20190618,Z,E,18
20190619,X,A,166
20190619,X,B,22
20190619,X,C,31
20190619,X,D,7
20190619,X,E,54
20190619,Y,A,161
20190619,Y,B,22
20190619,Y,C,71
20190619,Y,D,14
20190619,Y,E,10
20190619,Z,A,105
20190619,Z,B,20
20190619,Z,C,55
20190619,Z,D,18
20190619,Z,E,16
20190620,X,A,142
20190620,X,B,22
20190620,X,C,32
20190620,X,D,6
20190620,X,E,50
20190620,Y,A,133
20190620,Y,B,21
20190620,Y,C,87
20190620,Y,D,11
20190620,Y,E,22
20190620,Z,A,118
20190620,Z,B,26
20190620,Z,C,62
20190620,Z,D,19
20190620,Z,E,17
20190621,X,A,136
20190621,X,B,22
20190621,X,C,27
20190621,X,D,7
20190621,X,E,49
20190621,Y,A,150
20190621,Y,B,21
20190621,Y,C,99
20190621,Y,D,14
20190621,Y,E,21
20190621,Z,A,103
20190621,Z,B,40
20190621,Z,C,56
20190621,Z,D,16
20190621,Z,E,17
20190624,X,A,147
20190624,X,B,11
20190624,X,C,22
20190624,X,D,9
20190624,X,E,79
20190624,Y,A,133
20190624,Y,B,2
20190624,Y,C,34
20190624,Y,D,10
20190624,Y,E,32
20190624,Z,A,115
20190624,Z,B,18
20190624,Z,C,58
20190624,Z,D,19
20190624,Z,E,30
20190625,X,A,136
20190625,X,B,20
20190625,X,C,38
20190625,X,D,6
20190625,X,E,55
20190625,Y,A,131
20190625,Y,B,20
20190625,Y,C,89
20190625,Y,D,12
20190625,Y,E,24
20190625,Z,A,111
20190625,Z,B,32
20190625,Z,C,97
20190625,Z,D,12
20190625,Z,E,16
20190626,X,A,158
20190626,X,B,14
20190626,X,C,39
20190626,X,E,39
20190626,Y,A,165
20190626,Y,B,10
20190626,Y,C,97
20190626,Y,D,8
20190626,Y,E,15
20190626,Z,A,121
20190626,Z,B,29
20190626,Z,C,93
20190626,Z,D,8
20190626,Z,E,19
20190627,X,A,147
20190627,X,B,15
20190627,X,C,39
20190627,X,D,5
20190627,X,E,52
20190627,Y,A,137
20190627,Y,B,20
20190627,Y,C,113
20190627,Y,D,11
20190627,Y,E,27
20190627,Z,A,101
20190627,Z,B,25
20190627,Z,C,78
20190627,Z,D,10
20190627,Z,E,20
20190628,X,A,160
20190628,X,B,20
20190628,X,C,30
20190628,X,D,5
20190628,X,E,51
20190628,Y,A,164
20190628,Y,B,28
20190628,Y,C,97
20190628,Y,D,11
20190628,Y,E,22
20190628,Z,A,107
20190628,Z,B,22
20190628,Z,C,72
20190628,Z,D,11
20190628,Z,E,18
20190701,X,A,156
20190701,X,B,12
20190701,X,C,27
20190701,X,D,8
20190701,X,E,52
20190701,Y,A,142
20190701,Y,B,15
20190701,Y,C,68
20190701,Y,D,10
20190701,Y,E,23
20190701,Z,A,144
20190701,Z,B,19
20190701,Z,C,85
20190701,Z,D,17
20190701,Z,E,19
20190702,X,A,151
20190702,X,B,9
20190702,X,C,33
20190702,X,D,10
20190702,X,E,47
20190702,Y,A,141
20190702,Y,B,11
20190702,Y,C,74
20190702,Y,D,17
20190702,Y,E,15
20190702,Z,A,137
20190702,Z,B,67
20190702,Z,C,66
20190702,Z,D,16
20190702,Z,E,17
20190703,X,A,192
20190703,X,B,13
20190703,X,C,27
20190703,X,D,3
20190703,X,E,53
20190703,Y,A,229
20190703,Y,B,16
20190703,Y,C,89
20190703,Y,D,6
20190703,Y,E,12
20190703,Z,A,144
20190703,Z,B,21
20190703,Z,C,75
20190703,Z,D,15
20190703,Z,E,21
20190704,X,A,154
20190704,X,B,8
20190704,X,C,26
20190704,X,D,11
20190704,X,E,47
20190704,Y,A,133
20190704,Y,B,5
20190704,Y,C,64
20190704,Y,D,21
20190704,Y,E,21
20190704,Z,A,125
20190704,Z,B,15
20190704,Z,C,53
20190704,Z,D,25
20190704,Z,E,19
20190705,X,A,150
20190705,X,B,8
20190705,X,C,22
20190705,X,D,5
20190705,X,E,35
20190705,Y,A,129
20190705,Y,B,12
20190705,Y,C,50
20190705,Y,D,17
20190705,Y,E,19
20190705,Z,A,107
20190705,Z,B,68
20190705,Z,C,44
20190705,Z,D,18
20190705,Z,E,15
20190708,X,A,154
20190708,X,B,35
20190708,X,C,18
20190708,X,D,4
20190708,X,E,66
20190708,Y,A,160
20190708,Y,B,5
20190708,Y,C,48
20190708,Y,D,10
20190708,Y,E,29
20190708,Z,A,148
20190708,Z,B,19
20190708,Z,C,56
20190708,Z,D,14
20190708,Z,E,23
20190709,X,A,160
20190709,X,B,12
20190709,X,C,20
20190709,X,D,6
20190709,X,E,66
20190709,Y,A,129
20190709,Y,B,16
20190709,Y,C,69
20190709,Y,D,14
20190709,Y,E,23
20190709,Z,A,120
20190709,Z,B,27
20190709,Z,C,49
20190709,Z,D,23
20190709,Z,E,23
20190710,X,A,175
20190710,X,B,119
20190710,X,C,24
20190710,X,D,8
20190710,X,E,52
20190710,Y,A,171
20190710,Y,B,5
20190710,Y,C,69
20190710,Y,D,23
20190710,Y,E,22
20190710,Z,A,162
20190710,Z,B,19
20190710,Z,C,64
20190710,Z,D,28
20190710,Z,E,22
20190711,X,A,172
20190711,X,B,15
20190711,X,C,29
20190711,X,D,6
20190711,X,E,71
20190711,Y,A,176
20190711,Y,B,13
20190711,Y,C,81
20190711,Y,D,12
20190711,Y,E,20
20190711,Z,A,137
20190711,Z,B,17
20190711,Z,C,61
20190711,Z,D,19
20190711,Z,E,20
20190712,X,A,162
20190712,X,B,19
20190712,X,C,25
20190712,X,D,10
20190712,X,E,77
20190712,Y,A,106
20190712,Y,B,20
20190712,Y,C,63
20190712,Y,D,17
20190712,Y,E,28
20190712,Z,A,107
20190712,Z,B,45
20190712,Z,C,47
20190712,Z,D,20
20190712,Z,E,25
20190716,X,A,130
20190716,X,B,9
20190716,X,C,22
20190716,X,D,7
20190716,X,E,72
20190716,Y,A,146
20190716,Y,B,11
20190716,Y,C,48
20190716,Y,D,14
20190716,Y,E,27
20190716,Z,A,104
20190716,Z,B,14
20190716,Z,C,50
20190716,Z,D,18
20190716,Z,E,19
20190717,X,A,143
20190717,X,B,14
20190717,X,C,27
20190717,X,D,7
20190717,X,E,52
20190717,Y,A,187
20190717,Y,B,23
20190717,Y,C,77
20190717,Y,D,13
20190717,Y,E,16
20190717,Z,A,120
20190717,Z,B,19
20190717,Z,C,60
20190717,Z,D,28
20190717,Z,E,22
20190718,X,A,150
20190718,X,B,16
20190718,X,C,26
20190718,X,D,11
20190718,X,E,54
20190718,Y,A,179
20190718,Y,B,23
20190718,Y,C,81
20190718,Y,D,20
20190718,Y,E,14
20190718,Z,A,153
20190718,Z,B,54
20190718,Z,C,58
20190718,Z,D,30
20190718,Z,E,13
20190719,X,A,153
20190719,X,B,14
20190719,X,C,29
20190719,X,D,8
20190719,X,E,40
20190719,Y,A,177
20190719,Y,B,26
20190719,Y,C,83
20190719,Y,D,24
20190719,Y,E,15
20190719,Z,A,109
20190719,Z,B,44
20190719,Z,C,55
20190719,Z,D,22
20190719,Z,E,17
20190722,X,A,130
20190722,X,B,31
20190722,X,C,22
20190722,X,D,5
20190722,X,E,74
20190722,Y,A,161
20190722,Y,B,5
20190722,Y,C,50
20190722,Y,D,19
20190722,Y,E,23
20190722,Z,A,122
20190722,Z,B,9
20190722,Z,C,50
20190722,Z,D,28
20190722,Z,E,20
20190723,X,A,182
20190723,X,B,34
20190723,X,C,38
20190723,X,D,7
20190723,X,E,54
20190723,Y,A,167
20190723,Y,B,27
20190723,Y,C,89
20190723,Y,D,18
20190723,Y,E,14
20190723,Z,A,124
20190723,Z,B,20
20190723,Z,C,68
20190723,Z,D,19
20190723,Z,E,17
20190724,X,A,158
20190724,X,B,23
20190724,X,C,26
20190724,X,D,7
20190724,X,E,50
20190724,Y,A,165
20190724,Y,B,27
20190724,Y,C,102
20190724,Y,D,8
20190724,Y,E,17
20190724,Z,A,125
20190724,Z,B,22
20190724,Z,C,80
20190724,Z,D,17
20190724,Z,E,19
20190725,X,A,175
20190725,X,B,46
20190725,X,C,48
20190725,X,D,6
20190725,X,E,34
20190725,Y,A,194
20190725,Y,B,28
20190725,Y,C,167
20190725,Y,D,6
20190725,Y,E,11
20190725,Z,A,116
20190725,Z,B,20
20190725,Z,C,78
20190725,Z,D,28
20190725,Z,E,13
20190726,X,A,183
20190726,X,B,22
20190726,X,C,44
20190726,X,D,8
20190726,X,E,36
20190726,Y,A,158
20190726,Y,B,33
20190726,Y,C,152
20190726,Y,D,10
20190726,Y,E,4
20190726,Z,A,104
20190726,Z,B,36
20190726,Z,C,95
20190726,Z,D,19
20190726,Z,E,15
20190729,X,A,184
20190729,X,B,21
20190729,X,C,56
20190729,X,D,7
20190729,X,E,40
20190729,Y,A,194
20190729,Y,B,38
20190729,Y,C,152
20190729,Y,D,6
20190729,Y,E,8
20190729,Z,A,119
20190729,Z,B,24
20190729,Z,C,104
20190729,Z,D,11
20190729,Z,E,15
20190730,X,A,199
20190730,X,B,14
20190730,X,C,35
20190730,X,D,7
20190730,X,E,29
20190730,Y,A,191
20190730,Y,B,28
20190730,Y,C,114
20190730,Y,D,17
20190730,Y,E,14
20190730,Z,A,122
20190730,Z,B,45
20190730,Z,C,64
20190730,Z,D,26
20190730,Z,E,16
20190731,X,A,180
20190731,X,B,16
20190731,X,C,37
20190731,X,D,4
20190731,X,E,37
20190731,Y,A,202
20190731,Y,B,36
20190731,Y,C,126
20190731,Y,D,8
20190731,Y,E,11
20190731,Z,A,136
20190731,Z,B,54
20190731,Z,C,70
20190731,Z,D,13
20190731,Z,E,12
20190801,X,A,191
20190801,X,B,26
20190801,X,C,41
20190801,X,D,9
20190801,X,E,29
20190801,Y,A,189
20190801,Y,B,24
20190801,Y,C,132
20190801,Y,D,12
20190801,Y,E,6
20190801,Z,A,106
20190801,Z,B,29
20190801,Z,C,73
20190801,Z,D,27
20190801,Z,E,11
20190802,X,A,177
20190802,X,B,22
20190802,X,C,35
20190802,X,D,5
20190802,X,E,30
20190802,Y,A,192
20190802,Y,B,24
20190802,Y,C,117
20190802,Y,D,13
20190802,Y,E,10
20190802,Z,A,128
20190802,Z,B,27
20190802,Z,C,51
20190802,Z,D,20
20190802,Z,E,9
20190805,X,A,187
20190805,X,B,29
20190805,X,C,41
20190805,X,D,10
20190805,X,E,35
20190805,Y,A,203
20190805,Y,B,34
20190805,Y,C,125
20190805,Y,D,17
20190805,Y,E,14
20190805,Z,A,152
20190805,Z,B,23
20190805,Z,C,68
20190805,Z,D,20
20190805,Z,E,15
20190806,X,A,179
20190806,X,B,27
20190806,X,C,34
20190806,X,D,5
20190806,X,E,32
20190806,Y,A,187
20190806,Y,B,61
20190806,Y,C,134
20190806,Y,D,11
20190806,Y,E,11
20190806,Z,A,158
20190806,Z,B,37
20190806,Z,C,64
20190806,Z,D,12
20190806,Z,E,10
20190807,X,A,165
20190807,X,B,30
20190807,X,C,40
20190807,X,D,5
20190807,X,E,34
20190807,Y,A,167
20190807,Y,B,63
20190807,Y,C,136
20190807,Y,D,13
20190807,Y,E,15
20190807,Z,A,123
20190807,Z,B,31
20190807,Z,C,76
20190807,Z,D,18
20190807,Z,E,7
20190808,X,A,158
20190808,X,B,22
20190808,X,C,37
20190808,X,D,2
20190808,X,E,28
20190808,Y,A,185
20190808,Y,B,16
20190808,Y,C,132
20190808,Y,D,6
20190808,Y,E,8
20190808,Z,A,133
20190808,Z,B,43
20190808,Z,C,59
20190808,Z,D,14
20190808,Z,E,9
20190809,X,A,164
20190809,X,B,39
20190809,X,C,35
20190809,X,D,4
20190809,X,E,21
20190809,Y,A,158
20190809,Y,B,49
20190809,Y,C,104
20190809,Y,D,13
20190809,Y,E,5
20190809,Z,A,103
20190809,Z,B,28
20190809,Z,C,53
20190809,Z,D,12
20190809,Z,E,10
20190813,X,A,121
20190813,X,B,18
20190813,X,C,25
20190813,X,D,4
20190813,X,E,33
20190813,Y,A,138
20190813,Y,B,12
20190813,Y,C,93
20190813,Y,D,10
20190813,Y,E,10
20190813,Z,A,125
20190813,Z,B,21
20190813,Z,C,58
20190813,Z,D,13
20190813,Z,E,14
20190814,X,A,130
20190814,X,B,26
20190814,X,C,30
20190814,X,D,8
20190814,X,E,29
20190814,Y,A,125
20190814,Y,B,12
20190814,Y,C,101
20190814,Y,D,18
20190814,Y,E,4
20190814,Z,A,117
20190814,Z,B,24
20190814,Z,C,55
20190814,Z,D,42
20190814,Z,E,11
20190815,X,A,116
20190815,X,B,21
20190815,X,C,28
20190815,X,D,6
20190815,X,E,28
20190815,Y,A,128
20190815,Y,B,28
20190815,Y,C,83
20190815,Y,D,28
20190815,Y,E,10
20190815,Z,A,107
20190815,Z,B,42
20190815,Z,C,56
20190815,Z,D,46
20190815,Z,E,13
20190816,X,A,125
20190816,X,B,25
20190816,X,C,30
20190816,X,D,6
20190816,X,E,37
20190816,Y,A,113
20190816,Y,B,13
20190816,Y,C,103
20190816,Y,D,16
20190816,Y,E,1
20190816,Z,A,80
20190816,Z,B,31
20190816,Z,C,42
20190816,Z,D,41
20190816,Z,E,9
20190819,X,A,149
20190819,X,B,23
20190819,X,C,31
20190819,X,D,13
20190819,X,E,31
20190819,Y,A,186
20190819,Y,B,22
20190819,Y,C,93
20190819,Y,D,12
20190819,Y,E,17
20190819,Z,A,138
